srcip,srcport,dstip,dstport,proto,dur,sbytes,dbytes,sttl,dttl,service,Label,source_file
10.0.2.15,49754,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,50365,224.0.0.252,5355,udp,0.0002580530000386,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,50678,224.0.0.252,5355,udp,0.0002230499994766,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,51002,224.0.0.252,5355,udp,0.0002156930004275,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,51003,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,51619,224.0.0.252,5355,udp,0.000225114999921,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,52436,224.0.0.252,5355,udp,0.0003304189999653,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,52553,224.0.0.252,5355,udp,0.0002108460000727,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,53212,192.168.100.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,53398,224.0.0.252,5355,udp,0.0007199050000963,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,53504,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,53782,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,53868,224.0.0.252,5355,udp,0.0118312870000067,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,53935,192.168.100.1,53,udp,0.0,71,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,53981,224.0.0.252,5355,udp,0.0030222489999687,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,54354,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,54510,224.0.0.252,5355,udp,0.0029723299999915,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,54716,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,55096,224.0.0.252,5355,udp,0.0005043599994678,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,55362,224.0.0.252,5355,udp,0.0004230269996696,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,55653,224.0.0.252,5355,udp,0.0002415180000525,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,56258,192.168.100.1,53,udp,0.0,76,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,56341,224.0.0.252,5355,udp,0.0003867030000037,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,56431,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,56715,224.0.0.252,5355,udp,0.0002935569998498,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,57137,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,57290,224.0.0.252,5355,udp,0.0004020700000637,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,57922,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,57974,224.0.0.252,5355,udp,0.0004711069996119,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,58077,239.255.255.250,1900,udp,5710.195940354,20650,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,58512,224.0.0.252,5355,udp,0.0003940859996873,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,58824,224.0.0.252,5355,udp,0.0002238959999658,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,58849,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,58969,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,59018,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,59123,224.0.0.252,5355,udp,0.0002239169998574,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,59197,224.0.0.252,5355,udp,0.0003813739999714,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,59233,224.0.0.252,5355,udp,0.0004005850005341,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,59300,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,59962,224.0.0.252,5355,udp,0.0002534189998186,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,60187,224.0.0.252,5355,udp,0.0004517749994192,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,60905,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,61662,224.0.0.252,5355,udp,0.0002564300002632,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,62037,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,63113,224.0.0.252,5355,udp,0.0003985460002695,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,63152,224.0.0.252,5355,udp,0.0005957109997325,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,63641,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,63691,224.0.0.252,5355,udp,0.0005273859997032,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,63897,224.0.0.252,5355,udp,0.0003039149996766,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,64063,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,64097,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,64493,192.168.100.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,64496,224.0.0.252,5355,udp,0.0005582359999607,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,64673,224.0.0.252,5355,udp,0.0004356110000571,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,64755,224.0.0.252,5355,udp,0.0005420670004241,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,64799,224.0.0.252,5355,udp,0.0002654729998994,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,64940,224.0.0.252,5355,udp,0.0003783269999075,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,64967,224.0.0.252,5355,udp,4200.905623599,268,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,64984,224.0.0.252,5355,udp,0.0004628029996638,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,65360,224.0.0.252,5355,udp,0.0003916440000466,134,0,1.0,1.0,other,0,snmp_flow_dataset3.csv
10.0.2.15,68,10.0.2.2,67,udp,5703.602031971,6840,0,128.0,128.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,49207,10.0.2.15,5355,udp,0.0003872779998346,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,49684,10.0.2.15,5355,udp,0.0002254800001537,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,50365,10.0.2.15,5355,udp,0.0003046719999701,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,50678,10.0.2.15,5355,udp,0.0001931530005094,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,51002,10.0.2.15,5355,udp,0.00017098599983,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,51619,10.0.2.15,5355,udp,0.000154885000029,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,52436,10.0.2.15,5355,udp,0.0002050210000561,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,52553,10.0.2.15,5355,udp,0.0002028609999342,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,53398,10.0.2.15,5355,udp,0.0003980460001002,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,53868,10.0.2.15,5355,udp,0.0111309480000016,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,53981,10.0.2.15,5355,udp,0.0003235630001654,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,54510,10.0.2.15,5355,udp,0.0031604829999878,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,55096,10.0.2.15,5355,udp,0.0002461780004523,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,55362,10.0.2.15,5355,udp,0.0003274840000813,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,55653,10.0.2.15,5355,udp,0.0003887039999881,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,56341,10.0.2.15,5355,udp,0.0003464369997345,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,56715,10.0.2.15,5355,udp,0.0002616790000047,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,57290,10.0.2.15,5355,udp,0.0002987450000091,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,57974,10.0.2.15,5355,udp,0.0001899089993457,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,58077,10.0.2.15,1900,udp,5710.193206893,23954,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,58512,10.0.2.15,5355,udp,0.0002535220000936,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,58824,10.0.2.15,5355,udp,0.0001614229999518,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,59123,10.0.2.15,5355,udp,0.0001856730000326,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,59197,10.0.2.15,5355,udp,0.0003200380000407,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,59233,10.0.2.15,5355,udp,0.0003731500000867,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,59962,10.0.2.15,5355,udp,0.0001783329998943,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,60187,10.0.2.15,5355,udp,0.0003436670003793,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,61662,10.0.2.15,5355,udp,0.0001609319997442,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,63113,10.0.2.15,5355,udp,0.0002532539997446,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,63152,10.0.2.15,5355,udp,0.0004889520000688,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,63691,10.0.2.15,5355,udp,0.000388477999877,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,63897,10.0.2.15,5355,udp,0.0001503409994256,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,64496,10.0.2.15,5355,udp,0.0003322870002193,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,64673,10.0.2.15,5355,udp,0.0003179589999717,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,64755,10.0.2.15,5355,udp,0.0006365280000864,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,64799,10.0.2.15,5355,udp,0.0002654620000157,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,64940,10.0.2.15,5355,udp,0.0001917849999699,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,64967,10.0.2.15,5355,udp,4200.905678872,380,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,64984,10.0.2.15,5355,udp,0.0002583750001576,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.1,65360,10.0.2.15,5355,udp,0.0004162639997957,190,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.2,67,10.0.2.15,68,udp,5701.209068572,11800,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.2,67,10.0.2.3,68,udp,5399.981272778,11210,0,255.0,255.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,32843,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,32845,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,32855,192.168.100.1,53,udp,4.001967832000446,164,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,32862,10.0.2.15,161,udp,0.5305882539996674,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,32912,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,32921,10.0.2.15,161,udp,0.6485551579999083,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,32992,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,33144,10.0.2.15,161,udp,0.5653280890001042,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,33144,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,33212,192.168.100.1,53,udp,4.001133992999939,164,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,33408,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,33426,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,33427,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,33502,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,33516,10.0.2.15,161,udp,0.6926063239998257,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,33558,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,33661,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,33681,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,33701,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,33719,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,33768,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,33774,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,33865,10.0.2.15,161,udp,0.6193374659997062,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,33881,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,33990,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,34098,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,34160,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,34197,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,34312,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,34411,10.0.2.15,161,udp,0.6497593009999036,187439,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,34411,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,34542,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,34622,10.0.2.15,161,udp,0.7162996979996024,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,34759,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,34859,192.168.100.1,53,udp,0.0,81,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,34860,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,34936,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,34946,10.0.2.15,161,udp,0.6205660320001698,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,34949,10.0.2.15,161,udp,0.6245387640001354,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,34992,192.168.100.1,53,udp,4.000295316000006,164,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35014,10.0.2.15,161,udp,0.6027083429999038,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,35040,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35140,192.168.100.1,53,udp,4.002829912999914,164,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35230,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35279,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35369,10.0.2.15,161,udp,0.7268112049996489,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,35380,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35389,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35451,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35466,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35496,10.0.2.15,161,udp,0.6524816089995511,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,35523,10.0.2.15,161,udp,0.5823379499997827,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,35588,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35619,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35632,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35664,10.0.2.15,161,udp,0.6486220679998951,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,35674,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35683,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35684,10.0.2.15,161,udp,0.5276106910005183,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,35743,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35757,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35835,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35840,192.168.100.1,53,udp,4.0025247389999095,164,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35861,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35949,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35954,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35957,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,35959,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,36033,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,36062,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,36074,192.168.100.1,53,udp,4.001043432999722,164,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,36092,10.0.2.15,161,udp,0.6254293410001992,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,36099,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,36107,192.168.100.1,53,udp,0.0,81,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,36273,192.168.100.1,53,udp,4.000868791000357,164,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,36328,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,36336,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,36353,10.0.2.15,161,udp,0.7007064429999446,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,36510,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,36765,10.0.2.15,161,udp,0.4805410300004951,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,36766,10.0.2.15,161,udp,0.6030028540008061,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,36898,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,36899,10.0.2.15,161,udp,0.6983623169999191,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,37034,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,37046,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,37202,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,37255,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,37313,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,37335,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,37360,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,37470,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,37512,192.168.100.1,53,udp,4.001875609999843,164,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,37698,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,37802,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,37973,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,38045,192.168.100.1,53,udp,3.999709465000024,164,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,38051,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,38116,192.168.100.1,53,udp,4.00242289199997,164,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,38206,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,38238,10.0.2.15,161,udp,0.5349485310007367,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,38332,10.0.2.15,161,udp,0.6456535649995203,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,38336,192.168.100.1,53,udp,4.001827794999826,164,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,38554,192.168.100.1,53,udp,3865.044136726,164,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,38665,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,38724,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,38729,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,39013,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,39031,192.168.100.1,53,udp,0.0,81,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,39053,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,39129,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,39166,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,39182,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,39204,192.168.100.1,53,udp,4.000498595999943,164,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,39302,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,39382,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,39503,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,39505,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,39529,192.168.100.1,53,udp,0.0,82,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,39624,192.168.100.1,53,udp,4.001602790999641,164,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
10.0.2.3,39630,10.0.2.15,161,udp,0.6396503109999685,187321,0,64.0,64.0,snmp,1,snmp_flow_dataset3.csv
10.0.2.3,39879,192.168.100.1,53,udp,4.001641866,164,0,64.0,64.0,other,0,snmp_flow_dataset3.csv
