srcip,srcport,dstip,dstport,proto,dur,sbytes,dbytes,sttl,dttl,service,Label,source_file
10.0.2.5,161,10.0.2.15,50851,udp,1.415161313999988,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,50875,udp,1.359110702999942,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,50885,udp,1.307167459000084,205418,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,50941,udp,1.450152786999979,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,50996,udp,1.392705746000047,207632,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,51186,udp,1.1323525479999716,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,51344,udp,1.4079571140000553,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,51433,udp,1.3320373919998474,207632,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,51527,udp,1.139921582999932,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,51535,udp,1.5545588689999477,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,51548,udp,1.2560053519998746,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,51738,udp,0.8809340049999719,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,51875,udp,1.4086152479999328,207616,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,51972,udp,1.4584158560001017,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,51994,udp,1.4283225829999535,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,52092,udp,1.4739006029999473,207632,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,52121,udp,1.2051742740000009,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,52419,udp,1.3885623280000343,205418,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,52427,udp,1.3638682450000488,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,52781,udp,1.407163111000045,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,52839,udp,1.3758347860000413,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,52946,udp,1.557052831000192,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,53030,udp,1.2634184149999328,207632,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,53133,udp,1.2783247330000904,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,53146,udp,1.3602493410000989,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,53176,udp,1.347458553000024,205418,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,53198,udp,1.0415245230001346,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,53233,udp,1.3988569749999442,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,53278,udp,0.9598140170000988,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,53946,udp,0.7826096809999399,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,54312,udp,1.6448358259999625,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,54527,udp,1.1672496850001153,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,54553,udp,1.1789720840001792,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,54727,udp,1.2092645380000704,205418,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,54992,udp,1.2375026189999971,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,55004,udp,1.090516695000133,207632,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,55015,udp,1.5600124640000104,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,55143,udp,1.4048511759999656,205418,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,55275,udp,1.249674665999919,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,55335,udp,1.446038434000002,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,55844,udp,1.6324332140000024,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,55868,udp,1.3215190319999692,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,56069,udp,1.1202466059999097,207632,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,56286,udp,1.3748338770001285,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,56466,udp,1.3887293949999275,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,56726,udp,1.4347416959999464,205418,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,56773,udp,1.1192757849998998,207632,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,56815,udp,1.3900485179999578,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,56826,udp,1.4001939249999396,207616,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,57447,udp,1.27300588099979,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,57653,udp,1.2128067369999371,205418,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,57926,udp,1.207702609999842,205418,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,58241,udp,1.4204993699997883,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,58251,udp,1.554217460000018,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,58331,udp,1.235889957999916,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,58364,udp,1.3815664319999996,205418,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,58638,udp,1.390274024000064,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,59289,udp,1.3657287129999531,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,59401,udp,1.4709221560001424,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,59427,udp,1.5657381580001584,205418,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,59453,udp,1.3576945669999532,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,59503,udp,1.0231240530001742,207638,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,59622,udp,1.3543417690000297,205418,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,59654,udp,1.3764255930000218,207632,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,59747,udp,1.337034080000194,207632,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,59917,udp,1.4237898149999637,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,60343,udp,1.4567557839998244,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,60355,udp,1.3976852079999844,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,60413,udp,1.2163433840000837,205419,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,60418,udp,1.3956680500000402,207619,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,161,10.0.2.15,60502,udp,1.0560865289999128,205418,0,128.0,128.0,snmp,1,snmp_flow_dataset1.csv
10.0.2.5,1900,239.255.255.250,1900,udp,1782.699979835,46545,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,49312,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,49312,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,49312,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,49656,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,49656,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,49656,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,49857,224.0.0.252,5355,udp,0.1090000699999791,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50001,224.0.0.252,5355,udp,0.108458015,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50106,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50106,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50106,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50333,224.0.0.252,5355,udp,0.106831126999964,134,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50364,62.240.110.197,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50385,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50385,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50385,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50489,62.240.110.197,53,udp,0.0,76,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50551,224.0.0.252,5355,udp,0.1084451250000029,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50553,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50553,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50553,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50580,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50580,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50580,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50637,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50637,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50637,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50737,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50737,62.240.110.198,53,udp,2.990110205999997,154,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50860,224.0.0.252,5355,udp,0.108637491999957,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,50880,224.0.0.252,5355,udp,0.1085187179999991,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,51120,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,51120,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,51120,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,51206,224.0.0.252,5355,udp,0.1096013939999949,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,51291,224.0.0.252,5355,udp,0.1107794489999918,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,51517,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,51517,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,51517,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,51716,192.168.1.1,53,udp,2.997227541000001,231,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,51723,224.0.0.252,5355,udp,0.1028397010000219,134,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,51741,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,51883,224.0.0.252,5355,udp,0.1097069379999879,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,51920,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,51920,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,51920,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,51957,224.0.0.252,5355,udp,0.1085928680000023,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,52112,192.168.1.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,52112,62.240.110.197,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,52142,224.0.0.252,5355,udp,0.1088597720000006,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,52206,224.0.0.252,5355,udp,0.1088311100000112,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,52627,224.0.0.252,5355,udp,0.1094253850001223,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,52730,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,52730,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,52775,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,52775,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,52928,224.0.0.252,5355,udp,0.1091649510000252,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53004,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53004,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53004,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53040,239.255.255.250,1900,udp,1514.825836954,7296,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53097,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53097,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53097,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53305,224.0.0.252,5355,udp,0.107306479999977,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53451,224.0.0.252,5355,udp,0.1089153659999624,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53477,224.0.0.252,5355,udp,0.1098771680000005,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53513,224.0.0.252,5355,udp,0.1051417859998764,134,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53519,62.240.110.197,53,udp,0.0,76,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53584,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53584,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53584,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53614,62.240.110.197,53,udp,0.0,76,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53615,51.145.123.29,123,udp,0.0,90,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53769,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53769,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53769,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53798,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53798,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53798,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,53843,224.0.0.252,5355,udp,0.1074660570000105,134,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54071,224.0.0.252,5355,udp,0.1096311929999842,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54120,224.0.0.252,5355,udp,0.1108438269999965,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54306,224.0.0.252,5355,udp,0.1090931929999783,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54329,224.0.0.252,5355,udp,0.1100534730000504,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54339,62.240.110.197,53,udp,0.0,76,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54471,224.0.0.252,5355,udp,0.1092063190000089,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54475,224.0.0.252,5355,udp,0.1092960139999945,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54568,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54568,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54568,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54586,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54586,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54586,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54635,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54635,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54635,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54721,224.0.0.252,5355,udp,0.1092328789999896,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54743,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54743,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54743,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54784,224.0.0.252,5355,udp,0.1105991009999911,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54930,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54930,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54930,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,54942,224.0.0.252,5355,udp,0.1083478209999952,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55011,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55011,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55011,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55052,192.168.1.1,53,udp,3.0004148130000203,231,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55362,224.0.0.252,5355,udp,0.1086487449999822,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55375,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55375,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55375,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55406,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55406,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55406,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55415,224.0.0.252,5355,udp,0.109857111999986,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55567,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55567,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55567,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55585,224.0.0.252,5355,udp,0.1074566249999406,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55802,224.0.0.252,5355,udp,0.109882971999923,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55825,62.240.110.197,53,udp,0.0,76,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55855,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55855,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,55855,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56147,224.0.0.252,5355,udp,0.1096376780000127,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56275,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56275,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56275,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56317,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56317,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56317,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56403,224.0.0.252,5355,udp,0.1080950129999962,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56441,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56441,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56441,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56475,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56475,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56475,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56498,224.0.0.252,5355,udp,0.1096448760000043,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56577,224.0.0.252,5355,udp,0.1087967020000633,128,0,1.0,1.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56588,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56588,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56588,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56618,192.168.1.1,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56618,62.240.110.197,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56618,62.240.110.198,53,udp,0.0,77,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56624,192.168.1.1,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
10.0.2.5,56624,62.240.110.197,53,udp,0.0,85,0,128.0,128.0,other,0,snmp_flow_dataset1.csv
